Epic_ID,DPC,Epic_Name,CoD,Backlog,EconomicImpact_Income,EconomicImpact_CostsSaving,EconomicImpact_LossPrevention,Strategy_Value,UserExperience_FutureCustomerExperience_Value,PlatformUsage_FinalValue,Markets_Value,CustomerSatisfaction_Value,Critical_Event_value,Margin_to_deadline,Margin_to_deadline_value,WOWA_RankExponent_4_24.2,WOWA_RankExponent_4_24.2_scaled,WOWA_RankExponent_4_24.2_class,WOWA_RankExponent_4_24.2_fairCOD,CoD_class
LPM-296,24.2,CUPRA BtO Agency FS Flex in Spain,13.0,Online Sales,0.0,0.0,0.950290856834008,0.333,1.0,0.0,0.0,0.0,0.0,0.19381843588653982,0.0,0.5773711833424252,0.7689819389125798,8,40,6
LPM-294,24.2,Reservation Online for SEAT Stock cars,13.0,Online Sales,0.0,0.0,0.0,0.9,1.0,0.0,0.756,0.0,0.0,0.19381843588653982,0.0,0.6498369565918604,0.8708904107246197,9,100,6
LPM-295,24.2,Integrating Pre-Owned stock vehicles for Online Reservation,13.0,Online Sales,0.0,0.0,0.0,0.9,1.0,0.0,0.756,0.0,0.0,0.19381843588653982,0.0,0.6498369565918604,0.8708904107246197,9,100,6
LPM-301,24.2,SEAT Stock Matching (new car),40.0,Online Sales,0.0,0.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.19381843588653982,0.0,0.6610152757964907,0.886610458638135,9,100,8
LPM-246,23.3,Online Sales guidance,5.0,Online Sales,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.3145390261938048,0.3993616026211072,6,13,4
LPM-288,23.3,Reservation Online for CUPRA Stock cars [UK],13.0,Online Sales,0.0,0.0,0.0,1.0,0.0,0.2753,0.1,0.0,0.0,0.19215592923345626,0.008590876049078044,0.2079006861572579,0.24939631856499758,5,8,6
LPM-131,23.3,BtO Cash FR Online Agency (OVS),40.0,Online Sales,0.0,0.0,0.17883619982761853,0.5,1.0,0.0,0.0,0.0,0.8,0.19215592923345626,0.008590876049078044,0.6332678138996176,0.8475892585352964,8,40,8
LPM-161,23.3,Proactive support action to inactive leads in eShop,5.0,Online Sales,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.28861679087886893,0.3629072150055331,5,8,4
LPM-136,23.3,"Stock Car Sales IT, FR, ES, UK ",100.0,Online Sales,0.0,0.0,0.0,1.0,1.0,0.0,0.067,0.0,0.0,0.19215592923345626,0.008590876049078044,0.44067576161565736,0.5767474410631305,6,13,9
LPM-92,23.3,Closed types,13.0,Online Sales,0.0,0.0,0.011922413321841236,0.2,1.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.3168901473724455,0.40266797962664147,6,13,6
